ID;KOD;LEIRAS
89001;C629;Here, k.m.n.
89002;C630;Mellékhere
89003;C631;Ondózsinór
89004;C632;Herezacskó
89005;C637;Egyéb meghatározott férfi nemiszervek
89006;C638;A férfi nemiszervek átfedő elváltozása
89007;C639;Férfi nemiszerv, k.m.n.
89008;C670;Húgyhólyag trigonuma
89009;C671;Húgyhólyag tető (vertex)
89010;C672;Húgyhólyag oldalfala
89011;C673;Húgyhólyag mellső fala
89012;C674;Húgyhólyag hátsó fala
89013;C675;Húgyhólyag nyaka
89014;C676;Húgyvezeték nyílás (orificium)
89015;C677;Urachus
89016;C678;A húgyhólyag átfedő elváltozása
89017;C680;Húgycső
89018;C681;Paraurethrális mirigyek
89019;C688;A húgyszervek átfedő elváltozása
89020;C689;Húgyszerv, k.m.n.
89021;C690;Kötőhártya
89022;C691;Szaruhártya
89023;C692;Ideghártya
89024;C693;Érhártya
89025;C694;Sugártest
89026;C695;Könnymirigy és könnyvezeték
89027;C696;Szemüreg (orbita)
89028;C698;A szem és függelékeinek átfedő elváltozása
89029;C699;Szem, k.m.n.
89030;C700;Agyburkok
89031;C701;Gerincvelő burkok
89032;C709;Meninx, k.m.n.
89033;C710;Nagyagy a lebenyek és kamrák kivételével
89034;C711;Homloklebeny
89035;C712;Halántéklebeny
89036;C713;Fali lebeny
89037;C714;Nyakszirti lebeny
89038;C715;Agykamra
89039;C716;Kisagy
89040;C717;Agytörzs
89041;C718;Az agy átfedő elváltozása
89042;C719;Agy, k.m.n.
89043;C720;Gerincvelő
89044;C721;Cauda equina
89045;C722;Szaglóideg
89046;C723;Látóideg
89047;C724;Hallóideg
89048;C725;Egyéb és k.m.n. agyidegek
89049;C728;Az agy és a központi idegrendszer egyéb részeinek átfedő elváltozása
89050;C729;Központi idegrendszer, k.m.n.
89051;C740;Mellékvesekéreg
89052;C741;Mellékvesevelő
89053;C749;Mellékvese, k.m.n.
89054;C750;Mellékpajzsmirigy
89055;C751;Agyalapi mirigy
89056;C752;Craniopharyngeális vezeték
89057;C753;Tobozmirigy
89058;C754;Carotistest
89059;C755;Aortatest és egyéb paraganglionok
89060;C758;Több mirigyre kiterjedő elváltozás, k.m.n.
89061;C759;Endokrin mirigy, k.m.n.
89062;C760;Fej, arc, nyak
89063;C761;Mellkas
89064;C762;Has
89065;C763;Medence
89066;C764;Felső végtag
89067;C765;Alsó végtag
89068;C767;Egyéb k.m.n. lokalizáció
89069;C768;Egyéb k.m.n. lokalizációk átfedő elváltozása
89070;C770;A fej, az arc és a nyak nyirokcsomói
89071;C771;Intrathoracális nyirokcsomók
89072;C772;Intraabdominális nyirokcsomók
89073;C773;A hónalj és a felső végtag nyirokcsomói
89074;C774;A lágyék és az alsó végtag nyirokcsomói
89075;C775;Medencei nyirokcsomók
89076;C778;Több régió nyirokcsomói
89077;C779;Nyirokcsomó, k.m.n.
89078;C780;A tüdő másodlagos rosszindulatú daganata
89079;C781;A gátor másodlagos rosszindulatú daganata
89080;C782;A mellhártya másodlagos rosszindulatú daganata
89081;C783;Egyéb és k.m.n. légzőszerv másodlagos rosszindulatú daganata
89082;C784;A vékonybél másodlagos rosszindulatú daganata
89083;C785;A vastagbél és végbél másodlagos rosszindulatú daganata
89084;C786;A retroperitoneum és a hashártya másodlagos rosszindulatú daganata
89085;C787;A máj és az intrahepaticus epeutak másodlagos rosszindulatú daganata
89086;C788;Egyéb és k.m.n. emésztőszerv másodlagos rosszindulatú daganata
89087;C790;A vese és a vesemedence másodlagos rosszindulatú daganata
89400;D399;Női nemiszerv, k.m.n.
89401;D400;Prostata
89402;D401;Here
89403;D407;Egyéb férfi nemiszervek
89404;D409;Férfi nemiszerv, k.m.n.
89405;D410;Vese
89406;D411;Vesemedence
89407;D412;Húgyvezeték (ureter)
89408;D413;Húgycső (urethra)
89409;D414;Húgyhólyag
89410;D417;Egyéb húgyszervek
89411;D419;Húgyszerv, k.m.n.
89412;D420;Agyburkok
89413;D421;Gerincvelőburkok
89414;D429;Meninx, k.m.n.
89415;D430;Supratentoriális agy
89416;D431;Infratentoriális agy
89417;D432;Agy, k.m.n.
89418;D433;Agyidegek
89419;D434;Gerincvelő
89420;D437;A központi idegrendszer egyéb részei
89421;D439;Központi idegrendszer, k.m.n.
89422;D440;Pajzsmirigy (glandula thyreoidea)
89423;D441;Mellékvese (glandula suprarenalis)
89424;D442;Mellékpajzsmirigy (glandula parathyreoidea)
96590;V634;Személy sérülése nehéz szállítójárműre(ről) való felszállás vagy leszállás során autóval vagy teherautóval való összeütközésben
96591;V635;Nehéz szállítójármű vezetőjének sérülése közúti balesetben autóval vagy teherautóval való összeütközésben
96592;V636;Nehéz szállítójármű utasának sérülése közúti balesetben autóval vagy teherautóval való összeütközésben
96593;V637;Nehéz szállítójármű külső részén utazó személy sérülése közúti balesetben autóval vagy teherautóval való összeütközésben
96594;V639;Nehéz szállítójármű k.m.n. utasának sérülése közúti balesetben autóval vagy teherautóval való összeütközésben
96595;V640;Nehéz szállítójármű vezetőjének sérülése nem közúti balesetben nehézjárművel vagy autóbusszal való ütközésben
97223;Z026;Vizsgálat biztosítási szerződéshez
97224;Z027;Vizsgálat orvosi igazolás kiadása végett
97225;Z028;Egyéb adminisztratív célú vizsgálat
97226;Z029;Vizsgálat k.m.n. adminisztratív célból
97227;Z030;Megfigyelés tuberculosis gyanúja miatt
97228;Z031;Megfigyelés rosszindulatú daganat gyanúja miatt
97229;Z032;Megfigyelés elmebaj és viselkedési zavar gyanúja miatt
97230;Z033;Megfigyelés idegrendszeri zavar gyanúja miatt
97231;Z034;Megfigyelés szívizomelhalás gyanúja miatt
97232;Z035;Megfigyelés egyéb szív- és keringési betegség gyanúja miatt
97233;Z036;Megfigyelés lenyelt anyag mérgező hatásának gyanúja miatt
97234;Z038;Megfigyelés egyéb gyanított betegség és állapot miatt
97235;Z039;Megfigyelés gyanított betegség vagy állapot miatt, k.m.n.
97236;Z040;Alkohol és gyógyszer vérszint vizsgálat
97237;Z041;Közlekedési balesetet követő vizsgálat és megfigyelés
97238;Z042;Munkahelyi balesetet követő vizsgálat
97239;Z043;Egyéb balesetet követő vizsgálat
97240;Z044;Vizsgálat feltételezett nemi erőszak és elcsábítás után
97241;Z045;Vizsgálat egyéb gyanított erőszakos sérülés után
97242;Z046;Hatóság által kért általános pszichiátriai vizsgálat
97243;Z048;Vizsgálat és megfigyelés egyéb okból
97244;Z049;Vizsgálat és megfigyelés k.m.n. okból
97245;Z080;Követéses vizsgálat rosszindulatú daganat miatt végzett sebészi kezelés után
97246;Z081;Követéses vizsgálat rosszindulatú daganat miatt végzett sugárkezelés után
97247;Z082;Követéses vizsgálat rosszindulatú daganat miatt végzett kemoterápia után
97248;Z087;Követéses vizsgálat rosszindulatú daganat miatt végzett kombinált kezelést követően
97249;Z088;Követéses vizsgálat egyéb onkológiai kezelés után
97250;Z089;Követéses vizsgálat k.m.n. onkológiai kezelés után
97251;Z090;Követéses vizsgálat egyéb állapotok miatt végzett műtét után
97252;Z091;án
97253;Z092;Követéses vizsgálat egyéb állapotok miatt végzett kemoterápia után
97254;Z093;Követéses vizsgálat egyéb állapotok miatt végzett pszichoterápia után
97255;Z099;Követéses vizsgálat k.m.n. okból végzett egyéb kezelések után
97256;Z100;Foglalkozás-egészségügyi vizsgálat
97257;Z101;Intézményben lakók egészségi állapotának általános rutin ellenőrzése
97258;Z102;Fegyveres testület tagjai egészségi állapotának általános rutin ellenőrzése
97259;Z103;Sportolók egészségi állapotának általános rutin ellenőrzése
97260;Z108;Egyéb meghatározott népességcsoport egészségi állapotának általános rutin ellenőrzése
97261;Z110;Speciális szűrővizsgálat fertőző bélbetegség felderítésére
97262;Z111;Speciális szűrővizsgálat légzőszervi gümőkór felderítésére
97263;Z112;Speciális szűrővizsgálat egyéb bakteriális betegség kimutatására
97264;Z113;Speciális szűrővizsgálat főként szexuális úton terjedő fertőzések kimutatására
97265;Z114;Speciális szűrővizsgálat HIV fertőzés kimutatására
97266;Z115;Speciális szűrővizsgálat vírusfertőzöttség kimutatására
97267;Z116;Speciális szűrővizsgálat protozoon vagy féreg kimutatására
97268;Z118;Speciális szűrővizsgálat egyéb fertőző és parazitás betegség kimutatására
97269;Z119;Speciális szűrővizsgálat k.m.n. fertőző és parazitás betegségek kimutatására
97270;Z120;Speciális szűrővizsgálat gyomordaganat kimutatására
97271;Z121;Speciális szűrővizsgálat béldaganat kimutatására
97272;Z122;Speciális szűrővizsgálat légzőszervi daganat kimutatására
97273;Z123;Speciális szűrővizsgálat emlődaganat kimutatására
97274;Z124;Speciális szűrővizsgálat méhnyak daganatának kimutatására
97275;Z125;Speciális szűrővizsgálat prostata-daganat kimutatására
97276;Z126;Speciális szűrővizsgálat hólyagdaganat kimutatására
97277;Z128;Speciális szűrővizsgálat egyéb szerv daganatának kimutatására
97278;Z129;Speciális szűrővizsgálat k.m.n. daganat kimutatására
97279;Z130;Speciális szűrővizsgálat a vér, vérképző szervek és immunrendszer bizonyos betegségeinek kimutatására
97280;Z131;Speciális szűrővizsgálat cukorbaj kimutatására
97281;Z132;Speciális szűrővizsgálat táplálkozási betegség kimutatására
97282;Z133;Speciális szűrővizsgálat elme- és viselkedési betegségek kimutatására
97283;Z134;Speciális szűrővizsgálat bizonyos gyermekkori fejlődési zavar iránt
97284;Z135;Speciális szűrővizsgálat szem- és fülbetegségek kimutatására
97285;Z136;Speciális szűrővizsgálat szív- és keringési betegségek iránt
97286;Z137;Speciális szűrővizsgálat veleszületett fejlődési rendellenességek, torzulások és kromoszóma rendellenességek kimutatására
97287;Z138;Speciális szűrővizsgálat egyéb betegségek kimutatására
97288;Z139;Speciális szűrővizsgálat k.m.n.
97289;Z200;Bél fertőzésnek kitett vagy fertőző anyaggal érintkezett személy
97290;Z201;Gümőkóros fertőzésnek kitett vagy fertőző anyaggal érintkezett személy
97291;Z202;Nemi úton terjedő fertőzésnek kitett vagy fertőző anyaggal érintkezett személy
97292;Z203;Veszettséggel való fertőzésnek kitett vagy fertőző anyaggal érintkezett személy
97293;Z204;Rubeolás fertőzésnek kitett vagy fertőző anyaggal érintkezett személy
96132;V041;Gyalogos sérülése gyalogos és nehézjármű vagy autóbusz közötti összeütközésben, közúti balesetben
96133;V049;Gyalogos sérülése gyalogos és nehézjármű vagy autóbusz közötti összeütközésben, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96134;V050;Gyalogos sérülése gyalogos és személy- vagy tehervonat közötti összeütközésben, nem közúti balesetben
96135;V051;Gyalogos sérülése gyalogos és személy- vagy tehervonat közötti összeütközésben, közúti balesetben
96136;V059;Gyalogos sérülése gyalogos és személy- vagy tehervonat közötti összeütközésben, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96137;V060;Gyalogos sérülése gyalogos és egyéb nem motoros jármű közötti összeütközésben, nem közúti balesetben
96138;V061;Gyalogos sérülése gyalogos és egyéb nem motoros jármű közötti összeütközésben, közúti balesetben
96139;V069;Gyalogos sérülése gyalogos és egyéb nem motoros jármű közötti összeütközésben, nincs megjelölve, hogy közúti vagy nem közúti balesetben
96140;V090;Gyalogos sérülése egyéb és k.m.n. motoros jármű nem közúti balesetében
93123;N880;Leukoplakia cervicis uteri
93124;N881;Laceratio portionis uteri inveterata
93125;N882;A méhnyak szűkülete és hegesedése
93126;N883;Méhnyakelégtelenség
93127;N884;A méhnyak hypertrophiás elongatiója
93128;N888;A méhnyak egyéb, meghatározott nem-gyulladásos rendellenességei
93129;N889;A méhnyak nem-gyulladásos rendellenessége k.m.n.
93130;N890;Dysplasia vaginae, enyhe fokú
93131;N891;Dysplasia vaginae, közepes fokú
93132;N892;Dysplasia vaginae, súlyos
93133;N893;Dysplasia vaginae, k.m.n.
93134;N894;Leukoplakia vaginae
93135;N895;A hüvely szűkülete és atresiája
93136;N896;Szűk hymenális gyűrű
93137;N897;Haematocolpos
93138;N898;A hüvely egyéb, meghatározott nem-gyulladásos rendellenességei
93139;N899;A hüvely nem-gyulladásos rendellenessége k.m.n.
93140;N900;A szeméremtest enyhefokú dysplasiája
93141;N901;A szeméremtest mérsékelt dysplasiája
93142;N902;A szeméremtest súlyos dysplasiája m.n.o.
93143;N903;Szeméremtest dysplasia k.m.n.
93144;N904;Leukoplakia vulvae
93145;N905;A szeméremtest sorvadása
93146;N906;A szeméremtest hypertrophiája
93147;N907;Szeméremtest cysta
93148;N908;A szeméremtest és gát egyéb meghatározott nem-gyulladásos rendellenességei
93149;N909;A szeméremtest és gát nem-gyulladásos rendellenességei k.m.n.
93150;N910;Primér amenorrhoea
93151;N911;Szekunder amenorrhoea
93152;N912;Amenorrhoea k.m.n.
93153;N913;Primér oligomenorrhoea
93154;N914;Szekunder oligomenorrhoea
93155;N915;Oligomenorrhoea, k.m.n.
93156;N920;Excesszív és gyakori havivérzés szabályos ciklussal
93157;N921;Excesszív és gyakori havivérzés szabálytalan ciklussal
93158;N922;Excesszív havivérzés serdülőkorban
93159;N923;Ovulatiós vérzés
93160;N924;Excesszív vérzés a praemenopausális szakban
93161;N925;Egyéb meghatározott szabálytalan havivérzés
93162;N926;Szabálytalan havivérzés k.m.n.
93163;N930;Postcoitális és kontakt vérzés
93164;N938;Egyéb meghatározott rendellenes méh- és hüvelyvérzés
93165;N939;Rendellenes méh- és hüvelyvérzés k.m.n.
93166;N940;"Középidős fájdalom (""Mittelschmerz"")"
93167;N941;Dyspareunia
93168;N942;Vaginismus
93169;N943;Praemenstruális tenziós szindróma
93170;N944;Primér dysmenorrhoea
93171;N945;Szekunder dysmenorrhoea
93172;N946;Dysmenorrhoea k.m.n.
93173;N948;A női nemi szervekkel és havivérzéssel kapcsolatos egyéb meghatározott állapotok
93174;N949;A női nemi szervekkel és havivérzéssel kapcsolatos egyéb k.m.n. állapotok
93175;N950;Postmenopausális vérzés
93176;N951;Menopausális és női climacteriális állapotok
93177;N952;Postmenopausális atrophiás vaginitis
93178;N953;Művi menopausához társuló állapotok
93179;N958;Egyéb meghatározott menopausális és perimenopausális rendellenességek
93180;N959;Menopausális és perimenopausális rendellenesség k.m.n.
93181;N970;Anovulatióval kapcsolatos infertilitás
93182;N971;Méhkürt eredetű infertilitás
93183;N972;Méheredetű női infertilitás
93184;N973;Méhnyakeredetű infertilitás
93185;N974;A férfipartner tényezőivel társult női infertilitás
93186;N978;Egyéb eredetű női infertilitás
93187;N979;Női infertilitás k.m.n.
93188;N980;Mesterséges megtermékenyítéssel kapcsolatos fertőzés
93189;N981;A petefészkek hyperstimulatiója
93190;N982;Mesterségesen megtermékenyített petesejt bejuttatási kísérletéhez (IVF) kapcsolódó szövődmények
93191;N983;Embrióbeültetés kísérlete kapcsán adódó szövődmények
93192;N988;Mesterséges megtermékenyítéshez társuló egyéb szövődmények
90336;G132;A központi idegrendszert elsődlegesen érintő szisztémás sorvadás myxoedemában (E00.1+, E03.-+)
90337;G138;A központi idegrendszert elsődlegesen érintő szisztémás sorvadás egyéb, máshova osztályozott betegségekben
90338;G210;Rosszindulatú neuroleptikus szindróma
90339;G211;Egyéb, gyógyszer indukálta másodlagos parkinsonizmus
90340;G212;Más külső tényezők okozta másodlagos parkinsonizmus
90341;G213;Agyvelőgyulladás utáni parkinsonizmus
90342;G218;Egyéb másodlagos parkinsonizmus
90343;G230;Hallervorden-Spatz betegség
90344;G231;Progresszív supranucleáris ophthalmoplegia [Steele-Richardson-Olszewski]
90345;G232;Striatonigrális elfajulás
90346;G238;A törzsdúcok egyéb, meghatározott elfajulásos megbetegedései
90347;G239;A törzsdúcok nem meghatározott elfajulásos betegsége
90348;G240;Gyógyszer kiváltotta dystonia
90349;G241;Idiopathiás familiáris dystonia
90350;G242;Idiopathiás nem-familiáris dystonia
90351;G243;Spasticus torticollis
90352;G244;Idiopathiás orofaciális dystonia
90353;G245;Szemhéjgörcs (blepharospasmus)
90354;G248;Egyéb dystonia
90355;G249;Dystonia, k.m.n.
90356;G250;Esszenciális tremor
90357;G251;Gyógyszer indukálta tremor
90358;G252;Egyéb meghatározott tremorok
90359;G253;Myoclonus
90360;G254;Gyógyszer indukálta chorea
90361;G255;Egyéb chorea
90362;G256;Gyógyszer indukálta és egyéb szervi eredetű tic-ek
90363;G258;Egyéb meghatározott, extrapyramidális és mozgási rendellenességek
90364;G259;Extrapyramidális és mozgási rendellenesség, k.m.n.
90365;G300;Korai kezdetű Alzheimer-kór
90366;G301;Késői kezdetű Alzheimer-kór
90367;G308;Egyéb Alzheimer-kór
90368;G310;Körülírt agyi sorvadás
90369;G311;Aggkori agyi elfajulás, m.n.o.
90370;G312;Alkohol okozta központi idegrendszeri elfajulás
90371;G318;Egyéb meghatározott idegrendszeri elfajulásos betegségek
90372;G319;Idegrendszeri elfajulásos betegség k.m.n.
90373;G320;A gerincvelő subacut kombinált elfajulása máshova osztályozott betegségekben
90374;G328;A központi idegrendszer egyéb meghatározott elváltozásai máshova osztályozott betegségekben
90375;G360;A látóideg velőhüvely gyulladása [neuromyelitis optica Devic]
90376;G361;Heveny és félheveny vérzéses leukoencephalitis [Hurst]
90377;G368;Egyéb meghatározott heveny disszeminált demyelinisatio
90378;G369;Heveny, disszeminált demyelinisatio, k.m.n.
90379;G370;Diffúz sclerosis
90380;G371;A corpus callosum centrális demyelinisatiója
90381;G372;A híd centrális myelinolysise
90382;G373;Heveny haránt gerincvelőgyulladás a központi idegrendszer demyelinisatiós megbetegedésében
90383;G374;Félheveny nekrotizáló myelitis
90384;G375;Koncentrikus sclerosis [Baló]
90385;G378;A központi idegrendszer egyéb meghatározott demyelinisatiós betegségei
90386;G379;A központi idegrendszer demyelinisatiós betegsége k.m.n.
90387;G400;Lokalizációfüggő (gócos)(részleges) idiopathiás epilepszia és epilepsziás szindrómák lokális kezdetű rohamokkal
90388;G401;Lokalizációfüggő (gócos)(részleges) tüneti epilepszia és epilepsziás tünetegyüttesek egyszerű parciális rohamokkal
90389;G402;Lokalizációfüggő (gócos)(részleges) tüneti epilepszia és epilepsziás szindrómák összetett parciális rohamokkal
92747;M928;Egyéb, meghatározott juvenilis osteochondrosis
92748;M929;Juvenilis osteochondrosis k.m.n.
92749;M930;A combcsont proximális epiphysisének elcsúszása (nem traumás)
92750;M931;Felnőttkori Kienböck-betegség
92751;M932;Osteochondritis dissecans
92752;M938;Egyéb meghatározott osteochondropathiák
92753;M939;Osteochondropathia k.m.n.
92754;M940;Chondrocostális junctio-szindróma [Tietze]
92755;M941;Visszatérő polychondritis
92756;M942;Porclágyulás
92757;M943;Chondrolysis
92758;M948;Egyéb meghatározott porcrendellenességek
92759;M949;Porcrendellenesség k.m.n.
92760;M950;Az orr szerzett deformitása
92761;M951;Karfiol-fül
92762;M952;A fej egyéb szerzett deformitása
92763;M953;A nyak szerzett deformitása
92764;M954;A mellkas és bordák szerzett deformitása
92765;M955;A medence szerzett deformitása
92766;M958;A csont izomrendszer egyéb meghatározott, szerzett deformitásai
92767;M959;Szerzett csont izomrendszer deformitás k.m.n.
92768;M960;Álízület fúzió vagy arthrodesis után
92769;M961;Postlaminectomiás szindróma k.m.n.
92770;M962;Besugárzás utáni kyphosis
92771;M963;Postlaminectomiás kyphosis
92772;M964;Műtét utáni lordosis
92773;M965;Besugárzás utáni scoliosis
92774;M966;Csonttörés ortopéd implantátum, ízületi protézis vagy csont beültetése után
92775;M968;Egyéb beavatkozás utáni csont-izomrendszer rendellenességek
92776;M969;Beavatkozás utáni csont-izomrendszeri rendellenesség k.m.n.
92777;M990;Szegmentális és szomatikus dysfunctio
92778;M991;Komplex subluxatio (csigolya)
93808;P510;Masszív vérzés az újszülött köldökzsinórjából
93809;P518;Az újszülött egyéb köldökzsinór-vérzése
93810;P519;Az újszülött köldökzsinór-vérzése, k.m.n.
93811;P520;I. fokú (nem traumás) agykamrai vérzés a magzatban vagy az újszülöttben
93812;P521;II. fokú (nem traumás) agykamrai vérzés a magzatban vagy az újszülöttben
93813;P522;III. fokú (nem traumás) agykamrai vérzés a magzatban vagy az újszülöttben
93814;P523;Magzat vagy újszülött meghatározatlan (nem traumás) agykamrai vérzése
93815;P524;Agyállományi (nem traumás) vérzés a magzatban vagy az újszülöttben
93816;P525;Subarachnoideális (nem traumás) vérzés a magzatban vagy az újszülöttben
93817;P526;Kisagyi és hátsó scalai (nem traumás) vérzés a magzatban vagy az újszülöttben
93818;P528;Egyéb intracraniális (nem traumás) vérzés a magzatban vagy az újszülöttben
93819;P529;Intracraniális (nem traumás) vérzés a magzatban vagy az újszülöttben, k.m.n.
93820;P540;Újszülöttkori vérhányás
93821;P541;Újszülöttkori melaena
93822;P542;Újszülöttkori végbél vérzés
93823;P543;Egyéb újszülöttkori gyomor-bél vérzés
93824;P544;Újszülöttkori mellékvese vérzés
93825;P545;Újszülöttkori bőrvérzés
93826;P546;Újszülöttkori vaginális vérzés
93827;P548;Egyéb meghatározott újszülöttkori vérzések
93828;P549;Újszülöttkori vérzés, k.m.n.
93829;P550;A magzat vagy újszülött Rh-isoimmunisatiója
93830;P551;A magzat vagy újszülött AB0 isoimmunisatiója
93831;P558;A magzat vagy újszülött egyéb haemolyticus betegségei
93832;P559;A magzat vagy újszülött heamolyticus betegsége k.m.n.
93833;P560;Hydrops foetalis isoimmunisatio következtében
93834;P569;Hydrops foetalis egyéb és k.m.n. haemolyticus betegség következtében
93835;P570;Magicterus isoimmunisatio következtében
93836;P578;Egyéb, meghatározott magicterus
93837;P579;Magicterus, k.m.n.
93838;P580;Újszülöttkori sárgaság a bőr zúzódása miatt
93839;P581;Újszülöttkori sárgaság vérzés miatt
93840;P582;Újszülöttkori sárgaság fertőzés miatt
93841;P583;Újszülöttkori sárgaság polycytaemia miatt
93842;P584;Az anyából átjutott vagy az újszülöttnek adott gyógyszerek vagy toxinok okozta újszülöttkori sárgaság
93843;P585;Újszülöttkori sárgaság a lenyelt anyai vér miatt
93844;P588;Újszülöttkori sárgaság egyéb, meghatározott excesszív haemolysis miatt
93845;P589;Újszülöttkori sárgaság excesszív haemolysis miatt, k.m.n.
93846;P590;Koraszüléssel társult újszülöttkori sárgaság
93847;P591;Epebesűrűsödéses (inspissatiós) szindróma
93848;P592;Újszülöttkori sárgaság egyéb és nem meghatározott eredetű májsejtkárosodástól
93849;P593;Anyatej-inhibitor okozta újszülöttkori sárgaság
93850;P598;Újszülöttkori sárgaság egyéb meghatározott okok miatt
93851;P599;Újszülöttkori sárgaság, k.m.n.
93852;P610;Átmeneti újszülöttkori thrombocytopenia
93853;P611;Újszülöttkori polycytaemia
93854;P612;Koraszülött anaemiája
93855;P613;Veleszületett anaemia magzati vérvesztés miatt
93856;P614;Egyéb veleszületett anaemiák, m.n.o.
93857;P615;Átmeneti újszülöttkori neutropenia
93858;P616;Egyéb átmeneti újszülöttkori véralvadási zavarok
93859;P618;Egyéb meghatározott perinatális haematológiai rendellenességek
93860;P619;Perinatális haematológiai rendellenesség k.m.n.
93861;P700;Gesztációs diabeteses anya gyermekének szindrómája
93862;P701;Cukorbeteg anya gyermekének szindrómája
93863;P702;Újszülöttkori diabetes mellitus
93864;P703;Iatrogen újszülöttkori hypoglycaemia
93865;P704;Egyéb újszülöttkori hypoglycaemia
93866;P708;A magzat vagy újszülött szénhidrát anyagcseréjének egyéb átmeneti rendellenességei
93867;P709;A magzat vagy újszülött szénhidrát anyagcseréjének átmeneti rendellenessége k.m.n.
93868;P710;Tehéntej hypocalcaemia újszülöttben
93869;P711;Egyéb újszülöttkori hypocalcaemia
93870;P712;Újszülöttkori hypomagnesaemia
93871;P713;Újszülöttkori tetánia kalcium- vagy magnézium-hiány nélkül
93872;P714;Átmeneti újszülöttkori hypoparathyreosis
93873;P718;A kalcium és magnézium anyagcsere egyéb átmeneti újszülöttkori rendellenességei
93874;P719;A kalcium és magnézium anyagcsere átmeneti újszülöttkori rendellenessége, k.m.n.
93875;P720;Újszülöttkori struma, m.n.o.
93876;P721;Átmeneti újszülöttkori hyperthyreosis
93877;P722;A pajzsmirigyműködés egyéb átmeneti újszülöttkori rendellenességei m.n.o.
93878;P728;Egyéb meghatározott átmeneti újszülöttkori endokrin rendellenességek
93879;P729;Átmeneti újszülöttkori endokrin rendellenesség k.m.n.
93880;P740;Újszülöttek késői metabolikus acidosisa
93881;P741;Az újszülött dehydratiója
93882;P742;Az újszülött nátrium háztartásának zavarai
93883;P743;Az újszülött kálium háztartásának zavarai
93884;P744;Az újszülött egyéb átmeneti elektrolit-zavarai
93885;P745;Az újszülött átmeneti tyrosinaemiája
93886;P748;Egyéb átmeneti anyagcsere zavarok az újszülöttben
90779;H409;Zöldhályog, k.m.n.
90780;H420;Zöldhályog endokrin, táplálkozási és anyagcsere betegségekben
90781;H428;Zöldhályog máshova osztályozott betegségekben
90782;H430;Üvegtest prolapsus
90783;H431;Üvegtesti vérzés
90784;H432;Kristályos lerakódás az üvegtestben
90785;H433;Egyéb üvegtesti borússágok
89425;D443;Agyalapi mirigy (hypophysis)
89426;D444;Ductus craniopharyngealis
89427;D445;Tobozmirigy (corpus pineale)
89428;D446;Carotistest (glomus caroticum)
89429;D447;Aortatest (glomus aorticum) és egyéb paraganglionok
89430;D448;Több endokrin mirigyre kiterjedő elváltozás
89431;D449;Endokrin mirigy, k.m.n.
89432;D460;Refrakter anaemia igazoltan sideroblastok nélkül
89433;D461;Refrakter anaemia sideroblastokkal
89434;D462;Refrakter anaemia blast-túlsúllyal
89435;D463;Refrakter anaemia blast-túlsúllyal, transformációval
89436;D464;Refrakter anaemia, k.m.n.
89437;D467;Egyéb myelodysplasiás szindrómák
89438;D469;Myelodysplasiás szindróma, k.m.n.
89439;D470;Bizonytalan és ismeretlen természetű histiocytás és hízósejtes daganatok
89440;D471;Idült myeloproliferatív betegség
89441;D472;Monoclonális gammopathia
89442;D473;Essentiális (haemorrhagiás) thrombocythaemia
89443;D477;A nyirok-, vérképző- és kapcsolt szövetek egyéb meghatározott bizonytalan és ismeretlen természetű daganatai
89444;D479;A nyirok-, vérképző és kapcsolt szövetek bizonytalan és ismeretlen természetű daganata, k.m.n.
89445;D480;Csont és ízületi porc
89446;D481;Egyéb kötőszövet és lágyszövet
89447;D482;Perifériás idegek és autonóm idegrendszer
89448;D483;Retroperitoneum
89449;D484;Peritoneum
89450;D485;Bőr
89451;D486;Emlő
89452;D487;Egyéb meghatározott lokalizációk
89453;D489;Bizonytalan és ismeretlen természetű daganat, k.m.n.
89454;D500;Vashiányos anaemia vérveszteségtől (krónikus)
89455;D501;Sideropeniás dysphagia
89456;D508;Egyéb vashiány anaemiák
89457;D509;Vashiány anaemia k.m.n.
89458;D510;B12-vitamin hiány anaemia intrinsic faktor hiány miatt
89459;D511;Anaemia B12-vitamin szelektív felszívódási zavara miatt, proteinuriával
89460;D512;Transcobalamin-II hiány
89461;D513;Egyéb vérszegénység étrendi B12-vitamin hiány miatt
89462;D518;Egyéb B12 vitamin hiány miatti anaemia
89463;D519;B12-vitaminhiány miatti anaemia, k.m.n.
89464;D520;Folsavhiány anaemia, táplálkozási
89465;D521;Gyógyszer indukált folsavhiány anaemia
89466;D528;Egyéb folsavhiány anaemiák
89467;D529;Folsavhiány anaemia k.m.n.
89468;D530;Fehérjehiány anaemia
89469;D531;Egyéb megaloblastos anaemiák, m.n.o.
89470;D532;Skorbutos anaemia
89471;D538;Egyéb meghatározott táplálkozási anaemiák
89472;D539;Táplálkozási anaemia, k. n. m.
89473;D550;Glükóz-6-foszfát dehidrogenáz [G6PD] hiány okozta anaemia
89474;D551;A glutation anyagcsere egyéb zavara miatti anaemia
89475;D552;Glükolitikus enzimdefektusok miatti anaemia
89476;D553;Anaemia a nukleotid anyagcsere zavarai miatt
89477;D558;Egyéb anaemiák enzimhiány miatt
89478;D559;Anaemia enzimhiány miatt, k.m.n.
89479;D560;Alfa-thalassaemia
89480;D561;Béta-thalassaemia
