EUPONT_ID;KATEGORIA_ID;KATEGORIA;JOGOSULT;JIDOKORLAT;SZAKV_ID;KIINT_ID
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54216;1
99512;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
98822;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786685
101920;3;Kijelölt intézmény;írhat;0;71457;37786646
101920;3;Kijelölt intézmény;írhat;0;71457;37786667
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786632
99459;5;Háziorvos;javaslatra írhat;12;1;1
103066;3;Kijelölt intézmény;írhat;0;54298;37786686
99432;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786676
98973;0;Megkötés nélkül;írhat;0;75389;1
99909;3;Kijelölt intézmény;írhat;0;71457;37786659
99458;5;Háziorvos;javaslatra írhat;12;1;1
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786661
103094;5;Háziorvos;javaslatra írhat;12;1;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786658
99853;3;Kijelölt intézmény;írhat;0;71457;37786654
103066;6;Kijelölt intézmény szakorvosa;írhat;0;54235;1
99429;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786692
99899;0;Megkötés nélkül;javaslatra írhat;999;75390;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99427;5;Háziorvos;javaslatra írhat;12;1;1
101398;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
99518;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75433;1
99483;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54286;1
99920;6;Kijelölt intézmény szakorvosa;írhat;0;54268;1
99899;0;Megkötés nélkül;javaslatra írhat;999;54217;1
99469;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54247;1
98833;0;Megkötés nélkül;írhat;0;54242;1
100963;3;Kijelölt intézmény;írhat;0;71457;37786642
99458;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99428;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54226;1
100967;3;Kijelölt intézmény;írhat;0;71457;37786639
99511;0;Megkötés nélkül;írhat;0;54245;1
98951;2;Járóbeteg szakrendelés;írhat;0;75437;1
98815;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103092;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;54250;1
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54286;1
103100;0;Megkötés nélkül;írhat;0;54235;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786690
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
103095;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;75387;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786700
103095;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54245;1
101398;0;Megkötés nélkül;írhat;0;54272;1
101395;3;Kijelölt intézmény;írhat;0;71457;37786645
99953;3;Kijelölt intézmény;írhat;0;71457;37786672
103075;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786655
103057;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54223;1
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54222;1
99461;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99503;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54242;1
103066;3;Kijelölt intézmény;írhat;0;54298;37786631
99432;5;Háziorvos;javaslatra írhat;12;1;1
103087;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
101398;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54255;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54273;1
100969;3;Kijelölt intézmény;írhat;0;71457;37786658
99450;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54279;1
100969;3;Kijelölt intézmény;írhat;0;71457;37786657
99915;3;Kijelölt intézmény;írhat;0;71457;37786645
99914;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javaslatra írhat;999;54286;1
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54215;1
98973;0;Megkötés nélkül;írhat;0;54245;1
99898;6;Kijelölt intézmény szakorvosa;írhat;0;54250;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786640
99898;3;Kijelölt intézmény;írhat;0;71457;37786686
99465;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
100962;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
99484;5;Háziorvos;javaslatra írhat;12;1;1
103096;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786661
99459;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
98957;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54235;1
103093;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786656
101394;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54249;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786686
99488;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103083;0;Megkötés nélkül;írhat;0;54264;1
99525;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
103079;6;Kijelölt intézmény szakorvosa;írhat;0;54223;1
99461;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99473;5;Háziorvos;javaslatra írhat;12;1;1
99489;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786645
101394;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54250;1
99445;0;Megkötés nélkül;írhat;0;54235;1
99292;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
99294;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786672
103104;5;Háziorvos;javaslatra írhat;12;1;1
99631;5;Háziorvos;írhat;0;1;1
98815;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54253;1
99448;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786695
103086;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
99518;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54248;1
99525;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
103073;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
98949;2;Járóbeteg szakrendelés;írhat;0;54237;1
99910;3;Kijelölt intézmény;írhat;0;71457;37786680
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54253;1
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
103059;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;javasolhat és írhat;0;54273;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786642
103088;3;Kijelölt intézmény;írhat;0;71457;37786680
99295;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
98795;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;75418;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786642
99469;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786671
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786640
99853;3;Kijelölt intézmény;írhat;0;71457;37786635
99292;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
98993;0;Megkötés nélkül;írhat;0;75389;1
99910;3;Kijelölt intézmény;írhat;0;71457;37786690
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75398;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786681
99909;3;Kijelölt intézmény;írhat;0;71457;37786645
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54253;1
103088;3;Kijelölt intézmény;írhat;0;71457;37786667
103162;6;Kijelölt intézmény szakorvosa;írhat;0;54256;1
99899;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54255;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786665
99435;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54256;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786674
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
103082;5;Háziorvos;javaslatra írhat;12;1;1
99920;3;Kijelölt intézmény;írhat;0;71457;37786639
99445;0;Megkötés nélkül;írhat;0;54268;1
101920;3;Kijelölt intézmény;írhat;0;71457;38199949
99853;3;Kijelölt intézmény;írhat;0;71457;37786680
99456;0;Megkötés nélkül;javaslatra írhat;12;54235;1
99437;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
101394;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786667
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
99434;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54256;1
98973;0;Megkötés nélkül;írhat;0;75405;1
99919;3;Kijelölt intézmény;írhat;0;71457;37786673
98816;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75402;1
99471;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54247;1
98820;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54252;1
103102;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786640
101920;3;Kijelölt intézmény;írhat;0;71457;37786661
103085;3;Kijelölt intézmény;írhat;0;71457;37786651
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75405;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786657
101920;3;Kijelölt intézmény;írhat;0;71457;38199947
99443;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786686
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786663
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786663
103086;3;Kijelölt intézmény;írhat;0;71457;37786643
99489;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75387;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54273;1
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99439;0;Megkötés nélkül;javasolhat és írhat;0;54225;1
99854;6;Kijelölt intézmény szakorvosa;írhat;0;54272;1
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786633
103093;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54217;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786659
103074;3;Kijelölt intézmény;írhat;0;71457;37786676
100962;3;Kijelölt intézmény;írhat;0;71457;37786683
103077;0;Megkötés nélkül;javasolhat és írhat;0;75400;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786672
98978;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54263;1
99436;0;Megkötés nélkül;javasolhat és írhat;0;54216;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786658
99854;3;Kijelölt intézmény;írhat;0;71457;37786638
99898;3;Kijelölt intézmény;írhat;0;71457;37786645
101986;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54250;1
98804;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786631
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786667
99851;0;Megkötés nélkül;javaslatra írhat;12;54226;1
98943;7;Diabetológiai szakellátóhely;írhat;0;75387;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786684
99429;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786642
99429;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99917;3;Kijelölt intézmény;írhat;0;86313;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786659
99429;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
99851;0;Megkötés nélkül;javaslatra írhat;12;54249;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786658
99915;3;Kijelölt intézmény;írhat;0;71457;37786672
99502;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54242;1
98937;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75437;1
99910;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
103083;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99473;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75427;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786645
99526;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
103102;5;Háziorvos;javaslatra írhat;12;1;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786639
99915;3;Kijelölt intézmény;írhat;0;71457;37786631
103086;3;Kijelölt intézmény;írhat;0;71457;37786690
99481;5;Háziorvos;javaslatra írhat;12;1;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786690
99922;6;Kijelölt intézmény szakorvosa;írhat;0;54263;1
99851;0;Megkötés nélkül;javaslatra írhat;12;54273;1
99444;0;Megkötés nélkül;javasolhat és írhat;0;75401;1
103105;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
99902;3;Kijelölt intézmény;írhat;0;71457;37786639
99284;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
99526;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786655
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54272;1
99293;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75438;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786660
103076;3;Kijelölt intézmény;írhat;0;71457;37786633
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75402;1
99922;3;Kijelölt intézmény;írhat;0;71457;37786646
99431;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
98851;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75393;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786643
99483;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
98808;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75402;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786686
101395;3;Kijelölt intézmény;írhat;0;71457;37786639
99529;12;III. progresszivitási szintű fekvőbeteg gyógyintézet;javasolhat és írhat;0;54255;1
103162;3;Kijelölt intézmény;írhat;0;71457;38622424
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54267;1
99521;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54222;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786642
99910;3;Kijelölt intézmény;írhat;0;71457;37786665
103076;3;Kijelölt intézmény;írhat;0;71457;37786660
99899;5;Háziorvos;javaslatra írhat;999;1;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786645
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786640
103104;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
103061;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
99439;0;Megkötés nélkül;javasolhat és írhat;0;75401;1
99293;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
99292;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786690
99909;3;Kijelölt intézmény;írhat;0;71457;37786640
101394;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54230;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75385;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786640
99913;3;Kijelölt intézmény;írhat;0;71457;37786635
103067;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54233;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786631
99483;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
103104;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54252;1
103060;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54286;1
99489;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99508;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75400;1
99497;0;Megkötés nélkül;írhat;0;54268;1
98986;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786694
103074;3;Kijelölt intézmény;írhat;0;71457;37786671
99923;3;Kijelölt intézmény;írhat;0;71457;37786672
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786639
99520;5;Háziorvos;javaslatra írhat;12;1;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786653
99452;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
99294;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786692
99910;3;Kijelölt intézmény;írhat;0;71457;37786659
99458;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
99523;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
99294;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786645
103079;3;Kijelölt intézmény;írhat;0;71457;37786631
99902;3;Kijelölt intézmény;írhat;0;71457;37786681
99953;3;Kijelölt intézmény;írhat;0;71457;37786698
99917;3;Kijelölt intézmény;írhat;0;54263;1
103079;6;Kijelölt intézmény szakorvosa;írhat;0;54296;1
99293;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103097;5;Háziorvos;javaslatra írhat;12;1;1
99431;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54261;1
98808;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54253;1
99301;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
99862;3;Kijelölt intézmény;írhat;0;71457;37786631
99909;3;Kijelölt intézmény;írhat;0;71457;37786661
99480;5;Háziorvos;javaslatra írhat;12;1;1
101397;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54255;1
103081;6;Kijelölt intézmény szakorvosa;írhat;0;54235;1
98850;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99428;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99523;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
99915;3;Kijelölt intézmény;írhat;0;71457;37786657
99906;3;Kijelölt intézmény;írhat;0;71457;37786672
100972;3;Kijelölt intézmény;írhat;0;71457;37786658
99899;0;Megkötés nélkül;javaslatra írhat;999;75387;1
99497;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54268;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786686
99457;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54242;1
103096;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
99437;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
99520;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
100967;3;Kijelölt intézmény;írhat;0;71457;37786673
103058;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javaslatra írhat;4;75438;1
99483;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99427;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
98811;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
99852;3;Kijelölt intézmény;írhat;0;71457;37786635
101398;5;Háziorvos;javaslatra írhat;12;1;1
99506;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54242;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786632
99287;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;54281;1
99909;3;Kijelölt intézmény;írhat;0;71457;37786686
98943;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75387;1
99901;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javaslatra írhat;999;54286;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786659
99428;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75390;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786635
99460;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
103104;0;Megkötés nélkül;írhat;0;54252;1
103059;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;86313;1
99440;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786644
99467;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
99526;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
103091;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
98850;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54215;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786647
100963;6;Kijelölt intézmény szakorvosa;írhat;0;75438;1
103058;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;75438;1
101395;6;Kijelölt intézmény szakorvosa;írhat;0;54235;1
99495;5;Háziorvos;javaslatra írhat;12;1;1
98809;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786657
99290;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786680
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54249;1
99953;3;Kijelölt intézmény;írhat;0;71457;37786701
99915;3;Kijelölt intézmény;írhat;0;71457;37786642
103104;0;Megkötés nélkül;írhat;0;54255;1
99502;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54225;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786659
99472;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
103087;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75427;1
99436;0;Megkötés nélkül;javasolhat és írhat;0;54222;1
101395;3;Kijelölt intézmény;írhat;0;71457;37786683
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
99519;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54286;1
99511;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
99496;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54268;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786639
103092;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75419;1
99898;3;Kijelölt intézmény;írhat;0;71457;37786690
99517;5;Háziorvos;javaslatra írhat;12;1;1
98820;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99904;3;Kijelölt intézmény;írhat;0;71457;37786645
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54246;1
100976;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54250;1
100970;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
99487;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99458;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
